Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
TA/TO,Canceled,09/01/2017,542,GBR,BB,Online TA,No Deposit,D,D,70,2,68,0,1,420,0,2,4,0,1,0
TA/TO,Canceled,12/05/2016,2499,NLD,BB,Online TA,No Deposit,D,D,46.8,2,227,0,1,280.8,0,2,4,0,1,0
TA/TO,Canceled,09/04/2016,14143,PRT,BB,Online TA,No Deposit,D,D,53.87,2,35,0,1,323.22,0,2,4,0,1,0
TA/TO,Canceled,05/05/2016,8165,PRT,BB,Online TA,No Deposit,D,D,53.87,2,39,0,1,323.22,0,2,4,0,1,0
TA/TO,Canceled,24/08/2015,10038,PRT,BB,Online TA,No Deposit,D,D,146,2,60,0,1,876,0,2,4,0,1,0
TA/TO,Canceled,25/01/2017,6374,PRT,BB,Online TA,No Deposit,D,D,67.33,2,98,0,1,403.98,0,2,4,0,1,0
TA/TO,Canceled,10/03/2017,8579,PRT,BB,Online TA,No Deposit,D,D,176,2,168,0,1,1056,0,2,4,0,1,0
TA/TO,Canceled,10/03/2017,10637,PRT,BB,Online TA,No Deposit,D,D,176,2,168,0,1,1056,0,2,4,0,1,0
TA/TO,Canceled,06/01/2017,18395,ZAF,BB,Online TA,No Deposit,D,D,55.83,2,120,0,1,334.98,0,2,4,0,1,0
TA/TO,Canceled,02/08/2016,445,AUT,BB,Online TA,No Deposit,D,D,68,2,198,0,1,476,0,2,5,0,1,0
TA/TO,Canceled,02/08/2016,8338,AUT,BB,Online TA,No Deposit,D,D,68,2,198,0,1,476,0,2,5,0,1,0
TA/TO,Canceled,02/08/2016,10392,AUT,BB,Online TA,No Deposit,D,D,68,2,198,0,1,476,0,2,5,0,1,0
TA/TO,Canceled,15/06/2016,6234,CHE,BB,Online TA,No Deposit,D,D,198.29,2,42,0,1,1388.03,0,2,5,0,1,0
TA/TO,Canceled,09/01/2017,8537,CHE,BB,Online TA,No Deposit,D,D,171.71,2,188,0,1,1201.97,0,2,5,0,1,0
TA/TO,Canceled,11/12/2016,8388,DEU,BB,Online TA,No Deposit,D,D,52,2,43,0,1,364,0,2,5,0,1,0
TA/TO,Canceled,06/06/2017,2676,DEU,BB,Online TA,No Deposit,D,D,238.57,2,95,0,1,1669.99,0,2,5,0,1,0
TA/TO,Canceled,27/05/2016,6250,ESP,BB,Online TA,No Deposit,D,D,201.86,2,82,0,1,1413.02,0,2,5,0,1,0
TA/TO,Canceled,25/04/2016,2401,FRA,BB,Online TA,No Deposit,D,D,201.86,2,110,0,1,1413.02,0,2,5,0,1,0
TA/TO,Canceled,10/06/2016,10323,FRA,BB,Online TA,No Deposit,D,D,199,2,149,0,1,1393,0,2,5,0,1,0
TA/TO,Canceled,28/09/2016,8518,FRA,BB,Online TA,No Deposit,D,D,97.46,2,274,0,1,682.22,0,2,5,0,1,0
TA/TO,Canceled,16/01/2017,16344,GBR,BB,Online TA,No Deposit,D,D,58,2,34,0,1,406,0,2,5,0,1,0
TA/TO,Canceled,11/08/2016,14295,GBR,BB,Online TA,No Deposit,D,D,59.66,2,78,0,1,417.62,0,2,5,0,1,0
TA/TO,Canceled,12/12/2016,16359,GBR,BB,Online TA,No Deposit,D,D,70,2,82,0,1,490,0,2,5,0,1,0
TA/TO,Canceled,09/01/2017,4485,GBR,BB,Online TA,No Deposit,D,D,61.86,2,115,0,1,433.02,0,2,5,0,1,0
TA/TO,Canceled,27/06/2016,4368,GBR,BB,Online TA,No Deposit,D,D,104,2,137,0,1,728,0,2,5,0,1,0
TA/TO,Canceled,22/10/2016,12424,GBR,BB,Online TA,No Deposit,D,D,67.43,2,162,0,1,472.01,0,2,5,0,1,0
TA/TO,Canceled,18/09/2016,8416,GBR,BB,Online TA,No Deposit,D,D,47.54,2,168,0,1,332.78,0,2,5,0,1,0
TA/TO,Canceled,09/06/2016,16289,GBR,BB,Online TA,No Deposit,D,D,49.17,2,186,0,1,344.19,0,2,5,0,1,0
TA/TO,Canceled,02/09/2016,12463,GBR,BB,Online TA,No Deposit,D,D,73.41,2,353,0,1,513.87,0,2,5,0,1,0
TA/TO,Canceled,28/06/2016,12254,IRL,BB,Online TA,No Deposit,D,D,210.43,2,35,0,1,1473.01,0,2,5,0,1,0
TA/TO,Canceled,23/03/2017,4513,IRL,BB,Online TA,No Deposit,D,D,100,2,41,0,1,700,0,2,5,0,1,0
TA/TO,Canceled,03/04/2016,10225,IRL,BB,Online TA,No Deposit,D,D,80,2,58,0,1,560,0,2,5,0,1,0
TA/TO,Canceled,17/08/2017,16541,IRL,BB,Online TA,No Deposit,D,D,201.43,2,59,0,1,1410.01,0,2,5,0,1,0
TA/TO,Canceled,19/04/2016,4271,IRL,BB,Online TA,No Deposit,D,D,123.71,2,77,0,1,865.97,0,2,5,0,1,0
TA/TO,Canceled,10/05/2016,18213,IRL,BB,Online TA,No Deposit,D,D,160.71,2,120,0,1,1124.97,0,2,5,0,1,0
TA/TO,Canceled,25/01/2017,2574,IRL,BB,Online TA,No Deposit,D,D,100,2,120,0,1,700,0,2,5,0,1,0
TA/TO,Canceled,25/01/2017,14417,IRL,BB,Online TA,No Deposit,D,D,100,2,120,0,1,700,0,2,5,0,1,0
TA/TO,Canceled,03/04/2017,12513,IRL,BB,Online TA,No Deposit,D,D,180,2,125,0,1,1260,0,2,5,0,1,0
TA/TO,Canceled,16/07/2016,4367,IRL,BB,Online TA,No Deposit,D,D,111.14,2,168,0,1,777.98,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,16284,IRL,BB,Online TA,No Deposit,D,D,55.25,2,181,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,22/09/2016,10511,IRL,BB,Online TA,No Deposit,D,D,81,2,203,0,1,567,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,458,IRL,BB,Online TA,No Deposit,D,D,53.79,2,206,0,1,376.53,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,2471,IRL,BB,Online TA,No Deposit,D,D,55.25,2,206,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,4403,IRL,BB,Online TA,No Deposit,D,D,55.25,2,206,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,8351,IRL,BB,Online TA,No Deposit,D,D,55.25,2,206,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,14296,IRL,BB,Online TA,No Deposit,D,D,55.25,2,206,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,25/07/2016,18321,IRL,BB,Online TA,No Deposit,D,D,55.25,2,206,0,1,386.75,0,2,5,0,1,0
TA/TO,Canceled,02/06/2017,8493,IRL,BB,Online TA,No Deposit,D,D,93.6,2,274,0,1,655.2,0,2,5,0,1,0
TA/TO,Canceled,24/07/2016,8479,IRL,BB,Online TA,No Deposit,D,D,67.5,2,300,0,1,472.5,0,2,5,0,1,0
TA/TO,Canceled,15/08/2016,6487,IRL,BB,Online TA,No Deposit,D,D,107.1,2,334,0,1,749.7,0,2,5,0,1,0
TA/TO,Canceled,06/03/2017,12498,IRL,BB,Online TA,No Deposit,D,D,107.1,2,334,0,1,749.7,0,2,5,0,1,0
TA/TO,Canceled,12/08/2016,646,IRL,BB,Online TA,No Deposit,D,D,193.5,2,352,0,1,1354.5,0,2,5,0,1,0
TA/TO,Canceled,15/09/2016,10411,JEY,BB,Online TA,No Deposit,D,D,70,2,43,0,1,490,0,2,5,0,1,0
TA/TO,Canceled,04/07/2017,2637,LUX,BB,Online TA,No Deposit,D,D,188.57,2,128,0,1,1319.99,0,2,5,0,1,0
TA/TO,Canceled,22/03/2016,16164,NLD,BB,Online TA,No Deposit,D,D,143.57,2,105,0,1,1004.99,0,2,5,0,1,0
TA/TO,Canceled,15/02/2016,12110,PRT,BB,Online TA,No Deposit,D,D,62.86,2,35,0,1,440.02,0,2,5,0,1,0
TA/TO,Canceled,12/03/2016,12154,PRT,BB,Online TA,No Deposit,D,D,71,2,42,0,1,497,0,2,5,0,1,0
TA/TO,Canceled,20/08/2015,2128,PRT,BB,Online TA,No Deposit,D,D,66,2,49,0,1,462,0,2,5,0,1,0
TA/TO,Canceled,04/01/2016,18084,PRT,BB,Online TA,No Deposit,D,D,58,2,55,0,1,406,0,2,5,0,1,0
TA/TO,Canceled,19/07/2016,12279,PRT,BB,Online TA,No Deposit,D,D,195.43,2,74,0,1,1368.01,0,2,5,0,1,0
TA/TO,Canceled,26/10/2016,10410,PRT,BB,Online TA,No Deposit,D,D,46.51,2,79,0,1,325.57,0,2,5,0,1,0
TA/TO,Canceled,08/10/2015,7997,PRT,BB,Online TA,No Deposit,D,D,55.14,2,82,0,1,385.98,0,2,5,0,1,0
TA/TO,Canceled,07/12/2015,2933,PRT,BB,Online TA,No Deposit,D,D,46.4,2,87,0,1,324.8,0,2,5,0,1,0
TA/TO,Canceled,10/03/2016,8159,PRT,BB,Online TA,No Deposit,D,D,73,2,87,0,1,511,0,2,5,0,1,0
TA/TO,Canceled,28/03/2016,14133,PRT,BB,Online TA,No Deposit,D,D,73,2,89,0,1,511,0,2,5,0,1,0
TA/TO,Canceled,04/04/2017,2554,PRT,BB,Online TA,No Deposit,D,D,75.36,2,98,0,1,527.52,0,2,5,0,1,0
TA/TO,Canceled,26/04/2016,18223,PRT,BB,Online TA,No Deposit,D,D,193.43,2,109,0,1,1354.01,0,2,5,0,1,0
TA/TO,Canceled,12/01/2016,4245,PRT,BB,Online TA,No Deposit,D,D,65.7,2,119,0,1,459.9,0,2,5,0,1,0
TA/TO,Canceled,17/09/2016,8382,PRT,BB,Online TA,No Deposit,D,D,51.22,2,126,0,1,358.54,0,2,5,0,1,0
TA/TO,Canceled,20/01/2017,8502,PRT,BB,Online TA,No Deposit,D,D,125,2,143,0,1,875,0,2,5,0,1,0
TA/TO,Canceled,26/12/2015,6163,PRT,BB,Online TA,No Deposit,D,D,65.7,2,158,0,1,459.9,0,2,5,0,1,0
TA/TO,Canceled,23/05/2016,2363,PRT,BB,Online TA,No Deposit,D,D,94.5,2,171,0,1,661.5,0,2,5,0,1,0
TA/TO,Canceled,26/12/2015,8157,PRT,BB,Online TA,No Deposit,D,D,65.7,2,174,0,1,459.9,0,2,5,0,1,0
TA/TO,Canceled,07/12/2015,16809,PRT,BB,Online TA,No Deposit,D,D,77.01,2,177,0,1,539.07,0,2,5,0,1,0
TA/TO,Canceled,22/07/2016,8352,PRT,BB,Online TA,No Deposit,D,D,42.56,2,178,0,1,297.92,0,2,5,0,1,0
TA/TO,Canceled,22/07/2016,14297,PRT,BB,Online TA,No Deposit,D,D,42.56,2,178,0,1,297.92,0,2,5,0,1,0
TA/TO,Canceled,07/03/2016,12296,PRT,BB,Online TA,No Deposit,D,D,134,2,208,0,1,938,0,2,5,0,1,0
TA/TO,Canceled,26/09/2016,14391,PRT,BB,Online TA,No Deposit,D,D,51.97,2,214,0,1,363.79,0,2,5,0,1,0
TA/TO,Canceled,26/09/2016,16401,PRT,BB,Online TA,No Deposit,D,D,51.97,2,214,0,1,363.79,0,2,5,0,1,0
TA/TO,Canceled,09/06/2016,6282,PRT,BB,Online TA,No Deposit,D,D,95,2,215,0,1,665,0,2,5,0,1,0
TA/TO,Canceled,14/01/2016,8291,PRT,BB,Online TA,No Deposit,D,D,90,2,241,0,1,630,0,2,5,0,1,0
TA/TO,Canceled,07/03/2016,10293,PRT,BB,Online TA,No Deposit,D,D,94.5,2,241,0,1,661.5,0,2,5,0,1,0
TA/TO,Canceled,19/01/2016,16224,PRT,BB,Online TA,No Deposit,D,D,88.71,2,244,0,1,620.97,0,2,5,0,1,0
TA/TO,Canceled,20/01/2016,14254,PRT,BB,Online TA,No Deposit,D,D,85.5,2,248,0,1,598.5,0,2,5,0,1,0
TA/TO,Canceled,17/10/2015,18207,PRT,BB,Online TA,No Deposit,D,D,94.5,2,264,0,1,661.5,0,2,5,0,1,0
TA/TO,Canceled,05/03/2016,14202,PRT,BB,Online TA,No Deposit,D,D,117,2,297,0,1,819,0,2,5,0,1,0
TA/TO,Canceled,16/05/2017,12461,PRT,BB,Online TA,No Deposit,D,D,61.5,2,352,0,1,430.5,0,2,5,0,1,0
TA/TO,Canceled,22/03/2016,12304,ROU,BB,Online TA,No Deposit,D,D,148.29,2,175,0,1,1038.03,0,2,5,0,1,0
TA/TO,Canceled,27/03/2017,2672,ESP,BB,Online TA,No Deposit,D,D,217.5,2,151,0,1,1740,0,2,6,0,1,0
TA/TO,Canceled,27/03/2017,12553,ESP,BB,Online TA,No Deposit,D,D,217.5,2,168,0,1,1740,0,2,6,0,1,0
TA/TO,Canceled,05/12/2016,6365,GBR,BB,Online TA,No Deposit,D,D,53.5,2,32,0,1,428,0,2,6,0,1,0
TA/TO,Canceled,10/03/2016,10315,GBR,BB,Online TA,No Deposit,D,D,188.75,2,149,0,1,1510,0,2,6,0,1,0
TA/TO,Canceled,01/02/2017,18368,IRL,BB,Online TA,No Deposit,D,D,59,2,0,0,1,472,0,2,6,0,1,0
TA/TO,Canceled,02/09/2016,16281,IRL,BB,Online TA,No Deposit,D,D,74.04,2,54,0,1,592.32,0,2,6,0,1,0
TA/TO,Canceled,06/09/2016,8355,IRL,BB,Online TA,No Deposit,D,D,50.1,2,96,0,1,400.8,0,2,6,0,1,0
TA/TO,Canceled,24/01/2017,4468,PRT,BB,Online TA,No Deposit,D,D,44.66,2,29,0,1,357.28,0,2,6,0,1,0
TA/TO,Canceled,29/02/2016,16193,PRT,BB,Online TA,No Deposit,D,D,180,2,168,0,1,1440,0,2,6,0,1,0
TA/TO,Canceled,23/07/2016,8322,DEU,BB,Online TA,No Deposit,D,D,92.89,2,71,0,1,836.01,0,2,7,0,1,0
TA/TO,Canceled,08/09/2016,10408,GBR,BB,Online TA,No Deposit,D,D,59.16,2,86,0,1,532.44,0,2,7,0,1,0
TA/TO,Canceled,10/03/2016,10316,GBR,BB,Online TA,No Deposit,D,D,188.89,2,149,0,1,1700.01,0,2,7,0,1,0
TA/TO,Canceled,05/02/2017,6418,IRL,BB,Online TA,No Deposit,D,D,80.56,2,119,0,1,725.04,0,2,7,0,1,0
TA/TO,Canceled,12/03/2017,18411,NOR,BB,Online TA,No Deposit,D,D,67.5,2,161,0,1,607.5,0,2,7,0,1,0
TA/TO,Canceled,29/02/2016,16086,PRT,BB,Online TA,No Deposit,D,D,68.56,2,38,0,1,617.04,0,2,7,0,1,0
TA/TO,Canceled,30/04/2016,8156,PRT,BB,Online TA,No Deposit,D,D,73,2,74,0,1,657,0,2,7,0,1,0
TA/TO,Canceled,15/06/2017,16503,PRT,BB,Online TA,No Deposit,D,D,125.28,2,300,0,1,1127.52,0,2,7,0,1,0
TA/TO,Canceled,09/03/2017,16529,RUS,BB,Online TA,No Deposit,D,D,200,2,177,0,1,1800,0,2,7,0,1,0
TA/TO,Canceled,08/04/2017,8526,GBR,BB,Online TA,No Deposit,D,D,148.5,2,183,0,1,1485,0,2,8,0,1,0
TA/TO,Canceled,03/11/2016,4421,NLD,BB,Online TA,No Deposit,D,D,46.8,2,200,0,1,468,0,2,8,0,1,0
TA/TO,Canceled,14/09/2015,6058,PRT,BB,Online TA,No Deposit,D,D,46.16,2,125,0,1,461.6,0,2,8,0,1,0
TA/TO,Canceled,28/10/2015,4147,PRT,BB,Online TA,No Deposit,D,D,41.4,2,99,0,1,496.8,0,2,10,0,1,0
TA/TO,Canceled,29/01/2016,14241,PRT,BB,Online TA,No Deposit,D,D,99.17,2,235,0,1,1190.04,0,2,10,0,1,0
TA/TO,Canceled,28/03/2016,372,GBR,BB,Online TA,No Deposit,D,D,211,2,139,0,1,1688,0,3,5,0,1,0
TA/TO,Canceled,17/09/2016,4376,DEU,BB,Online TA,No Deposit,D,D,89,2,55,0,1,801,0,3,6,0,1,0
TA/TO,Canceled,06/07/2016,14235,GBR,BB,Online TA,No Deposit,D,D,200.67,2,50,0,1,1806.03,0,3,6,0,1,0
TA/TO,Canceled,12/04/2016,374,GBR,BB,Online TA,No Deposit,D,D,206.78,2,119,0,1,1861.02,0,3,6,0,1,0
TA/TO,Canceled,03/01/2017,643,IRL,BB,Online TA,No Deposit,D,D,108.1,2,303,0,1,972.9,0,3,6,0,1,0
TA/TO,Canceled,16/11/2015,4134,PRT,BB,Online TA,No Deposit,D,D,50.77,2,39,0,1,456.93,0,3,6,0,1,0
TA/TO,Canceled,21/09/2015,18053,PRT,BB,Online TA,No Deposit,D,D,31.88,2,94,0,1,286.92,0,3,6,0,1,0
TA/TO,Canceled,31/03/2017,16486,PRT,BB,Online TA,No Deposit,D,D,184.44,2,113,0,1,1659.96,0,3,6,0,1,0
TA/TO,Canceled,08/06/2016,10283,PRT,BB,Online TA,No Deposit,D,D,88.5,2,196,0,1,796.5,0,3,6,0,1,0
TA/TO,Canceled,21/01/2017,16500,GBR,BB,Online TA,No Deposit,D,D,174,2,184,0,1,1740,0,3,7,0,1,0
TA/TO,Canceled,08/01/2017,2546,GBR,BB,Online TA,No Deposit,D,D,67.5,2,255,0,1,675,0,3,7,0,1,0
TA/TO,Canceled,08/01/2017,8430,GBR,BB,Online TA,No Deposit,D,D,67.5,2,255,0,1,675,0,3,7,0,1,0
TA/TO,Canceled,12/03/2016,6275,PRT,BB,Online TA,No Deposit,D,D,87.3,2,271,0,1,873,0,3,7,0,1,0
TA/TO,Canceled,16/03/2016,16070,PRT,BB,Online TA,No Deposit,D,D,60.64,2,66,0,1,667.04,0,3,8,0,1,0
TA/TO,Canceled,12/02/2016,10350,PRT,BB,Online TA,No Deposit,D,D,90,2,235,0,1,990,0,3,8,0,1,0
TA/TO,Canceled,20/06/2016,10288,PRT,BB,Online TA,No Deposit,D,D,94.5,2,261,0,1,1039.5,0,3,8,0,1,0
TA/TO,Canceled,19/02/2016,2364,PRT,BB,Online TA,No Deposit,D,D,146,2,138,0,1,1460,0,4,6,0,1,0
TA/TO,Canceled,11/07/2016,18254,PRT,BB,Online TA,No Deposit,D,D,134,2,219,0,1,1340,0,4,6,0,1,0
TA/TO,Canceled,18/02/2017,18478,BRA,BB,Online TA,No Deposit,D,D,136.82,2,141,0,1,1505.02,0,4,7,0,1,0
TA/TO,Canceled,19/08/2016,4428,BEL,BB,Online TA,No Deposit,D,D,57.23,2,128,0,1,686.76,0,4,8,0,1,0
TA/TO,Canceled,16/04/2016,14326,GBR,BB,Online TA,No Deposit,D,D,59.48,2,258,0,1,713.76,0,4,8,0,1,0
TA/TO,Canceled,28/10/2015,4295,PRT,BB,Online TA,No Deposit,D,D,107.63,2,262,0,1,1291.56,0,4,8,0,1,0
TA/TO,Canceled,09/11/2015,12253,PRT,BB,Online TA,No Deposit,D,D,144,2,307,0,1,1728,0,4,8,0,1,0
TA/TO,Canceled,25/02/2017,10532,DEU,BB,Online TA,No Deposit,D,D,96.43,2,183,0,1,1350.02,0,4,10,0,1,0
TA/TO,Canceled,27/02/2017,10540,FRA,BB,Online TA,No Deposit,D,D,93.6,2,238,0,1,1310.4,0,4,10,0,1,0
TA/TO,Canceled,10/05/2017,6453,FRA,BB,Online TA,No Deposit,D,D,93.6,2,239,0,1,1310.4,0,4,10,0,1,0
TA/TO,Canceled,22/07/2016,12490,IRL,BB,Online TA,No Deposit,D,D,178.46,2,336,0,1,2498.44,0,4,10,0,1,0
TA/TO,Canceled,28/11/2015,12169,PRT,BB,Online TA,No Deposit,D,D,65.7,2,171,0,1,919.8,0,4,10,0,1,0
TA/TO,Canceled,10/06/2016,14410,GBR,BB,Online TA,No Deposit,D,D,75,2,330,0,1,1350,0,6,12,0,1,0
TA/TO,Canceled,19/11/2016,16384,DEU,BB,Online TA,No Deposit,E,D,74.46,2,200,0,1,744.6,0,4,6,0,1,0
TA/TO,Canceled,19/07/2017,10603,PRT,BB,Online TA,No Deposit,F,D,139.2,2,2,0,1,278.4,0,0,2,0,1,0
TA/TO,Canceled,30/08/2016,18331,BRA,BB,Online TA,No Deposit,E,E,55.8,2,185,0,1,55.8,0,0,1,0,1,0
TA/TO,Canceled,14/04/2016,6240,CN,BB,Online TA,No Deposit,E,E,236,2,116,0,1,236,0,0,1,0,1,0
TA/TO,Canceled,28/11/2016,18342,ESP,BB,Online TA,No Deposit,E,E,63,2,34,0,1,63,0,0,1,0,1,0
TA/TO,Canceled,11/02/2017,16365,ESP,BB,Online TA,No Deposit,E,E,80,2,46,0,1,80,0,0,1,0,1,0
TA/TO,Canceled,19/10/2016,10416,ESP,BB,Online TA,No Deposit,E,E,88,2,50,0,1,88,0,0,1,0,1,0
TA/TO,Canceled,31/03/2017,8449,ESP,BB,Online TA,No Deposit,E,E,90,2,96,0,1,90,0,0,1,0,1,0
TA/TO,Canceled,10/05/2016,14321,GBR,BB,Online TA,No Deposit,E,E,55.8,2,226,0,1,55.8,0,0,1,0,1,0
TA/TO,Canceled,08/01/2017,12475,IRL,BB,Online TA,No Deposit,E,E,140,2,149,0,1,140,0,0,1,0,1,0
TA/TO,Canceled,04/03/2017,8520,ITA,BB,Online TA,No Deposit,E,E,150,2,122,0,1,150,0,0,1,0,1,0
TA/TO,Canceled,07/03/2016,18093,PRT,BB,Online TA,No Deposit,E,E,74,2,9,0,1,74,0,0,1,0,1,0
TA/TO,Canceled,18/01/2017,4460,PRT,BB,Online TA,No Deposit,E,E,54.4,2,25,0,1,54.4,0,0,1,0,1,0
TA/TO,Canceled,07/11/2016,476,PRT,BB,Online TA,No Deposit,E,E,43.65,2,32,0,1,43.65,0,0,1,0,1,0
TA/TO,Canceled,07/04/2017,16429,PRT,BB,Online TA,No Deposit,E,E,119,2,53,0,1,119,0,0,1,0,1,0
TA/TO,Canceled,05/10/2016,14289,SWE,BB,Online TA,No Deposit,E,E,115,2,27,0,1,115,0,0,1,0,1,0
TA/TO,Canceled,23/07/2016,4370,USA,BB,Online TA,No Deposit,E,E,139,2,69,0,1,139,0,0,1,0,1,0
TA/TO,Canceled,17/09/2016,10372,BRA,BB,Online TA,No Deposit,E,E,145,2,14,0,1,290,0,0,2,0,1,0
TA/TO,Canceled,11/07/2017,12526,CHN,BB,Online TA,No Deposit,E,E,245,2,18,0,1,490,0,0,2,0,1,0
TA/TO,Canceled,17/04/2017,18485,CN,BB,Online TA,No Deposit,E,E,133.2,2,288,0,1,266.4,0,0,2,0,1,0
TA/TO,Canceled,03/05/2016,12200,ESP,BB,Online TA,No Deposit,E,E,105,2,32,0,1,210,0,0,2,0,1,0
TA/TO,Canceled,02/07/2017,4590,FRA,BB,Online TA,No Deposit,E,E,215,2,31,0,1,430,0,0,2,0,1,0
TA/TO,Canceled,10/01/2017,14333,FRA,BB,Online TA,No Deposit,E,E,62,2,35,0,1,124,0,0,2,0,1,0
TA/TO,Canceled,11/02/2017,18409,GBR,BB,Online TA,No Deposit,E,E,115,2,63,0,1,230,0,0,2,0,1,0
TA/TO,Canceled,09/12/2016,16449,GBR,BB,Online TA,No Deposit,E,E,107.1,2,269,0,1,214.2,0,0,2,0,1,0
TA/TO,Canceled,08/03/2017,18456,IRL,BB,Online TA,No Deposit,E,E,150,2,91,0,1,300,0,0,2,0,1,0
TA/TO,Canceled,04/03/2016,4176,PRT,BB,Online TA,No Deposit,E,E,68,2,0,0,1,136,0,0,2,0,1,0
TA/TO,Canceled,17/08/2016,10336,PRT,BB,Online TA,No Deposit,E,E,214,2,3,0,1,428,0,0,2,0,1,0
TA/TO,Canceled,30/01/2016,16039,PRT,BB,Online TA,No Deposit,E,E,68,2,4,0,1,136,0,0,2,0,1,0
TA/TO,Canceled,15/12/2016,2502,PRT,BB,Online TA,No Deposit,E,E,120,2,17,0,1,240,0,0,2,0,1,0
TA/TO,Canceled,07/11/2016,6343,PRT,BB,Online TA,No Deposit,E,E,63,2,21,0,1,126,0,0,2,0,1,0
TA/TO,Canceled,08/09/2015,13959,PRT,BB,Online TA,No Deposit,E,E,68.4,2,63,0,1,136.8,0,0,2,0,1,0
TA/TO,Canceled,04/11/2016,2484,ROU,BB,Online TA,No Deposit,E,E,55.8,2,73,0,1,111.6,0,0,2,0,1,0
TA/TO,Canceled,03/07/2016,394,URY,BB,Online TA,No Deposit,E,E,209,2,80,0,1,418,0,0,2,0,1,0
TA/TO,Canceled,10/04/2017,4514,USA,BB,Online TA,No Deposit,E,E,115,2,94,0,1,230,0,0,2,0,1,0
TA/TO,Canceled,15/03/2017,14494,BRA,BB,Online TA,No Deposit,E,E,215.33,2,154,0,1,645.99,0,0,3,0,1,0
TA/TO,Canceled,12/03/2016,8226,CHE,BB,Online TA,No Deposit,E,E,170,2,123,0,1,510,0,0,3,0,1,0
TA/TO,Canceled,24/05/2017,6448,CN,BB,Online TA,No Deposit,E,E,120,2,7,0,1,360,0,0,3,0,1,0
TA/TO,Canceled,23/03/2017,14413,CN,BB,Online TA,No Deposit,E,E,115,2,47,0,1,345,0,0,3,0,1,0
TA/TO,Canceled,16/03/2017,16411,CN,BB,Online TA,No Deposit,E,E,115,2,51,0,1,345,0,0,3,0,1,0
TA/TO,Canceled,16/08/2017,10652,CN,BB,Online TA,No Deposit,E,E,230,2,112,0,1,690,0,0,3,0,1,0
TA/TO,Canceled,15/01/2017,14426,CN,BB,Online TA,No Deposit,E,E,123.33,2,155,0,1,369.99,0,0,3,0,1,0
TA/TO,Canceled,13/11/2016,16320,DEU,BB,Online TA,No Deposit,E,E,75,2,44,0,1,225,0,0,3,0,1,0
TA/TO,Canceled,03/10/2016,14316,ESP,BB,Online TA,No Deposit,E,E,55.8,2,65,0,1,167.4,0,0,3,0,1,0
TA/TO,Canceled,03/05/2017,656,ESP,BB,Online TA,No Deposit,E,E,210,2,72,0,1,630,0,0,3,0,1,0
TA/TO,Canceled,13/06/2016,6256,ESP,BB,Online TA,No Deposit,E,E,217.33,2,75,0,1,651.99,0,0,3,0,1,0
TA/TO,Canceled,01/06/2017,14452,ESP,BB,Online TA,No Deposit,E,E,150,2,103,0,1,450,0,0,3,0,1,0
TA/TO,Canceled,01/08/2016,2470,ESP,BB,Online TA,No Deposit,E,E,78,2,142,0,1,234,0,0,3,0,1,0
TA/TO,Canceled,01/08/2016,16282,ESP,BB,Online TA,No Deposit,E,E,78,2,142,0,1,234,0,0,3,0,1,0
TA/TO,Canceled,13/02/2017,8455,ESP,BB,Online TA,No Deposit,E,E,90,2,224,0,1,270,0,0,3,0,1,0
TA/TO,Canceled,29/03/2017,6413,ESP,BB,Online TA,No Deposit,E,E,101.7,2,246,0,1,305.1,0,0,3,0,1,0
TA/TO,Canceled,04/08/2016,2557,FIN,BB,Online TA,No Deposit,E,E,81,2,266,0,1,243,0,0,3,0,1,0
TA/TO,Canceled,16/03/2016,2271,GBR,BB,Online TA,No Deposit,E,E,85,2,23,0,1,255,0,0,3,0,1,0
TA/TO,Canceled,15/03/2017,4494,PRT,BB,Online TA,No Deposit,E,E,115,2,22,0,1,345,0,0,3,0,1,0
TA/TO,Canceled,23/11/2015,8832,PRT,BB,Online TA,No Deposit,E,E,119,2,43,0,1,357,0,0,3,0,1,0
TA/TO,Canceled,11/04/2016,10230,PRT,BB,Online TA,No Deposit,E,E,73.15,2,59,0,1,219.45,0,0,3,0,1,0
TA/TO,Canceled,20/12/2015,4170,PRT,BB,Online TA,No Deposit,E,E,68,2,72,0,1,204,0,0,3,0,1,0
TA/TO,Canceled,01/10/2015,18061,PRT,BB,Online TA,No Deposit,E,E,93.6,2,101,0,1,280.8,0,0,3,0,1,0
TA/TO,Canceled,16/04/2016,10208,PRT,BB,Online TA,No Deposit,E,E,79.2,2,113,0,1,237.6,0,0,3,0,1,0
